Newport,Newport,BayArea,BayArea,Newport,BayArea
Fst_hist,Fst_Mod,Fst_hist,Fst_Mod,deltaFst,deltaFst
-0.037799043,0.08,-0.020805648,0.081804511,0.117799043,0.102610159
-0.037799043,0.126424536,-0.020805648,-0.02442623,0.164223579,-0.003620582
-0.037799043,0.126424536,-0.020805648,-0.02442623,0.164223579,-0.003620582
-0.037764867,0.085052632,-0.020805648,0,0.122817499,0.020805648
-0.037764867,0.085052632,-0.020805648,0,0.122817499,0.020805648
-0.037764867,0.179638752,-0.020805648,0.043106796,0.217403619,0.063912444
-0.037701043,0.112034632,-0.020805648,0.043106796,0.149735675,0.063912444
-0.037701043,0.112034632,-0.020805648,0.030811772,0.149735675,0.05161742
-0.037676923,0.402493734,-0.020805648,0.030811772,0.440170657,0.05161742
-0.037676923,0.402493734,-0.020805648,0,0.440170657,0.020805648
-0.037664903,-0.001020665,-0.020805648,0,0.036644238,0.020805648
-0.037664903,-0.001020665,-0.020805648,-0.014911296,0.036644238,0.005894352
-0.037197634,0.076357317,-0.020805648,-0.023592752,0.113554951,-0.002787104
-0.037197634,0.076357317,-0.020805648,-0.023592752,0.113554951,-0.002787104
-0.037197634,0.142857143,-0.020805648,-0.017511255,0.180054777,0.003294393
-0.037197634,-0.025980952,-0.020805648,0.016393443,0.011216682,0.037199091
-0.037197634,0.009871992,-0.020805648,0.016393443,0.047069626,0.037199091
-0.037197634,-0.025520111,-0.020805648,-0.023592752,0.011677523,-0.002787104
